Ensembl	Gene	DNARegion
ENSG00000270068	RP4-761J14.9	12:6832399-6832853
ENSG00000270069	RP6-99M1.2	X:45604639-45629677
ENSG00000270071	AP001172.2	21:17664112-17680454
ENSG00000270072	RP11-750H9.7	11:47535157-47536441
ENSG00000270074	LINC00965	8:12270336-12271882
ENSG00000270076	AF131215.8	8:11060474-11061180
ENSG00000270077	KB-1958F4.1	8:98156398-98156951
ENSG00000270081	RP5-935K16.1	2:128601127-128603261
ENSG00000270083	RP1-257I20.14	22:42485634-42486032
ENSG00000270084	GAS5-AS1	1:173832386-173833079
ENSG00000270091	RP11-78O7.2	17:19799903-19800600
ENSG00000270092	RP11-318K12.3	9:66836662-66836791
ENSG00000270093	AP000473.8	21:18015848-18017384
ENSG00000270095	RP11-214K3.18	12:124456004-124456261
ENSG00000270101	RP11-24B19.3	13:51936795-51937579
ENSG00000270102	RP11-498E2.8	9:125093146-125093622
ENSG00000270103	RNU11	1:28975112-28975245
ENSG00000270104	RP11-245P10.6	1:228571815-228572717
ENSG00000270105	RP11-326C3.14	11:322186-322727
ENSG00000270106	TSNAX-DISC1	1:231664399-231954990
ENSG00000270107	CTD-2306M10.1	5:66475441-66476415
ENSG00000270108	RP11-73M18.6	14:104153913-104154464
ENSG00000270109	RP11-393M11.2	4:57330324-57330745
ENSG00000270110	RP5-1139B12.4	1:228483612-228490699
ENSG00000270112	RP11-742D12.2	18:44336450-44340307
ENSG00000270115	RP11-415J8.7	1:33726813-33727281
ENSG00000270116	AP001429.1	21:38473114-38473643
ENSG00000270123	VTRNA2-1	5:135416160-135416286
ENSG00000270124	RP11-118F19.1	16:85613615-85617177
ENSG00000270127	RP11-526I2.5	15:101087972-101090358
ENSG00000270130	RP11-214K3.23	12:124445264-124445791
ENSG00000270133	CTC-303L1.2	5:93947611-93953827
ENSG00000270137	CTC-137K3.1	8:133838424-133839148
ENSG00000270139	AP001172.3	21:17789459-17791400
ENSG00000270140	RP5-1021I20.6	14:74371970-74372339
ENSG00000270141	TERC	3:169482308-169482848
ENSG00000270143	AC004257.3	19:15346330-15346819
ENSG00000270145	CTD-2267D19.6	17:38459457-38460909
ENSG00000270147	RP11-646I6.6	4:57262478-57263037
ENSG00000270149	RP11-544M22.13	1:160967747-161008752
ENSG00000270154	RP11-419I17.1	8:12333971-12334631
ENSG00000270157	RP5-894A10.6	7:141362722-141363646
ENSG00000270159	RP11-568J23.6	16:85826021-85826539
ENSG00000270160	RP11-264E20.2	11:128484235-128485131
ENSG00000270164	AC006129.4	19:42041545-42043266
ENSG00000270165	RP11-167P11.2	16:67772491-67773825
ENSG00000270168	LA16c-380H5.4	16:3051301-3052017
ENSG00000270169	CTC-1337H24.2	11:67229181-67229791
ENSG00000270170	NCBP2-AS2	3:196669494-196670411
ENSG00000270172	RP5-1024G6.8	1:53708036-53710212
ENSG00000270173	RP11-382B18.4	15:30649969-30650976
ENSG00000270174	RP1-256G22.2	6:5665218-5695505
ENSG00000270175	RP11-793H13.11	12:53893946-53894720
ENSG00000270177	CTD-2410N18.3	5:133562101-133563518
ENSG00000270178	RP11-494H4.3	3:179521851-179522154
ENSG00000270182	RP1-170O19.21	7:27197963-27198595
ENSG00000270184	RP11-568J23.5	16:85817988-85821223
ENSG00000270188	MTRNR2L11	1:238107024-238108575
ENSG00000270189	RP11-258C19.7	X:53198279-53200096
ENSG00000270192	MRPS35P3	10:59742045-59742753
ENSG00000270195	RP11-572O17.1	4:1714548-1715349
ENSG00000270204	RP11-172C16.5	11:114388586-114389093
ENSG00000270210	RP11-373D23.3	2:28648812-28649586
ENSG00000270218	RP11-325L12.5	15:65318426-65319014
ENSG00000270223	RP13-36G14.4	X:73229224-73231303
ENSG00000270225	RP11-475J5.4	5:99388563-99389243
ENSG00000270226	AC006548.26	22:17493294-17493822
ENSG00000270228	RP11-453E17.3	4:68584714-68589980
ENSG00000270230	RP11-475J5.11	5:99382154-99382674
ENSG00000270232	RP11-475J5.7	5:99381632-99382078
ENSG00000270235	RP11-122K13.14	10:135137576-135138249
ENSG00000270236	RP11-265B8.5	9:71722842-71723133
ENSG00000270237	RP11-381K20.5	5:137081340-137081840
ENSG00000270246	SNORD109A	15:25287065-25287575
ENSG00000270248	CTC-471J1.10	19:52613571-52613979
ENSG00000270255	RP11-420B22.2	8:18859137-18859460
ENSG00000270257	RP11-17P16.2	4:68503895-68504077
ENSG00000270259	RP13-122B23.9	9:140180557-140180848
ENSG00000270264	NDUFB8P2	17:57962376-57962913
ENSG00000270265	RP11-731D1.4	4:152254927-152274376
ENSG00000270268	RP1-164L12.1	X:78624861-78625662
ENSG00000270269	RP11-697H9.4	11:63399705-63400192
ENSG00000270270	CTC-559E9.10	19:19981532-19982108
ENSG00000270277	RP11-65L3.2	2:179413611-179415408
ENSG00000270280	RP11-265D20.1	X:42859423-42859645
ENSG00000270281	CTC-523E23.10	19:35270316-35270925
ENSG00000270282	RP5-1115A15.2	1:8572712-8573080
ENSG00000270285	RP11-1029M24.4	3:48080757-48080980
ENSG00000270292	RP11-453E17.4	4:68590901-68592113
ENSG00000270294	RP11-566F5.1	10:111440200-111440799
ENSG00000270296	RP11-59H1.4	12:12924285-12924639
ENSG00000270299	RP5-850E9.3	20:627270-656444
ENSG00000270300	PHACTR2P1	10:121574741-121576154
ENSG00000270302	RP11-461L13.4	4:153229435-153231135
ENSG00000270304	RP11-597G23.1	15:37546080-37547153
ENSG00000270307	MTATP6P2	5:99387624-99388301
ENSG00000270314	GS1-165B14.2	7:7775374-7776482
ENSG00000270322	RP11-697E2.10	15:90825080-90825263
ENSG00000270323	AP000860.2	11:73351524-73352082
ENSG00000270324	RP11-180P8.4	17:61055855-61056202
ENSG00000270325	CTC-559E9.12	19:19967784-19968336
ENSG00000270326	RP5-874C20.6	6:28287437-28287629
ENSG00000270332	RP11-82L2.1	9:106842305-106855354
ENSG00000270333	RP11-566F5.2	10:111421572-111421808
ENSG00000270335	RP11-642D6.1	2:62576083-62577874
ENSG00000270344	RP11-734K2.4	12:89919431-89934079
ENSG00000270346	RP1-90J20.12	6:3020388-3022984
ENSG00000270350	RP11-475J5.9	5:99386063-99386354
ENSG00000270356	IGHV1OR15-4	15:22482836-22483268
ENSG00000270361	RP11-307C12.13	1:154909846-154910535
ENSG00000270362	HMGN3-AS1	6:79943435-79946514
ENSG00000270367	RP11-331G2.6	3:39327476-39329411
ENSG00000270377	RP11-384L8.2	3:32285339-32285510
ENSG00000270378	RP11-108K3.5	15:51643297-51643389
ENSG00000270381	RP11-290D2.5	13:45837825-45838050
ENSG00000270387	RP11-315D13.1	4:148837680-148838537
ENSG00000270388	RP11-475J5.8	5:99386837-99387620
ENSG00000270402	CTC-412M14.5	19:19819774-19821274
ENSG00000270405	RP11-208G20.3	7:152063848-152064100
ENSG00000270408	JAG1	20:10625847-10627014
ENSG00000270409	RP11-44D5.1	3:15773759-15774977
ENSG00000270419	CAHM	6:163834097-163834992
ENSG00000270421	RP11-351O1.4	10:65118505-65118864
ENSG00000270422	AL133247.3	2:31876450-31876931
ENSG00000270424	RP11-1348G14.6	16:28761280-28761916
ENSG00000270426	RP11-326I11.5	4:185393078-185393763
ENSG00000270427	NRBF2P5	10:5818034-5818821
ENSG00000270429	KNOP1P2	12:46274733-46276049
ENSG00000270432	OR7E108P	9:93513522-93514512
ENSG00000270433	RP11-124D2.7	14:23763061-23765007
ENSG00000270437	RP11-511I11.2	2:63310143-63314457
ENSG00000270441	RP11-694I15.7	3:49177519-49198284
ENSG00000270442	CTB-95D12.1	5:154870896-154873158
ENSG00000270443	RP1-223H12.5	1:182403028-182403596
ENSG00000270445	RP11-972P1.8	12:123926064-123926399
ENSG00000270447	RP11-569H17.1	2:59742025-59742259
ENSG00000270449	RP11-681H10.1	11:104553111-104553309
ENSG00000270453	CTB-10G5.1	7:92071391-92071803
ENSG00000270457	RP11-467C18.1	1:59754975-59755312
ENSG00000270462	RP11-342K6.3	2:75924709-75925122
ENSG00000270469	RP11-411B10.8	18:14053950-14054760
ENSG00000270472	IGHV3OR16-9	16:32077386-32077679
ENSG00000270475	CTC-451A6.5	19:22891636-22892116
ENSG00000270479	RP11-369G6.3	19:23305990-23306890
ENSG00000270480	RP11-57B24.1	4:83612890-83613621
ENSG00000270482	RP11-131L12.2	12:118813155-118814080
ENSG00000270487	RP11-230C9.3	6:157101461-157101589
ENSG00000270490	RP11-622C24.1	15:67100742-67102898
ENSG00000270491	RP4-743O11.1	11:34764453-34764746
ENSG00000270492	RP13-685P2.8	3:129053429-129053917
ENSG00000270494	RP11-119F7.6	10:70477068-70477552
ENSG00000270497	RP1-290F12.3	X:53094235-53094730
ENSG00000270499	MKI67P1	X:46420363-46422184
ENSG00000270503	RP11-407N17.6	14:39684269-39685539
ENSG00000270504	RP11-420L9.5	6:3751345-3754105
ENSG00000270505	IGHV1OR15-1	15:22448382-22448819
ENSG00000270509	RP11-301G19.2	6:68643377-68644574
ENSG00000270510	RP11-777F6.3	11:87034751-87035401
ENSG00000270512	RP5-1136G2.1	7:139982265-139982720
ENSG00000270518	RP11-210K20.3	18:29462583-29462865
ENSG00000270521	RP11-24C14.1	6:67420135-67420720
ENSG00000270523	RP11-145P16.3	15:25376125-25376484
ENSG00000270528	RP11-674I16.2	2:28238644-28239349
ENSG00000270531	RP11-169K17.2	3:11570962-11571229
ENSG00000270532	PEBP1P2	2:85568404-85568961
ENSG00000270538	RP11-3B7.7	3:49289562-49289697
ENSG00000270549	RP11-293K19.1	1:62996307-62996544
ENSG00000270553	RP11-15E18.5	17:58590551-58590911
ENSG00000270554	RP11-225N10.3	3:182561309-182562407
ENSG00000270555	RP11-1394O16.1	7:72233812-72234205
ENSG00000270557	RP11-546J1.1	2:158734195-158735077
ENSG00000270558	CTD-2124B8.2	5:37286551-37287079
ENSG00000270562	RP11-154H23.3	3:71634094-71636560
ENSG00000270571	RP11-355F16.1	2:75381492-75417075
ENSG00000270574	RP11-171I2.2	2:179443517-179445633
ENSG00000270577	RP5-1147A1.1	7:40155284-40155542
ENSG00000270578	RP11-712B9.5	11:94878601-94879168
ENSG00000270580	RP11-1186N24.5	16:15198580-15225458
ENSG00000270585	RP11-568G11.4	1:220380960-220381624
ENSG00000270587	RP11-51F16.9	17:61688132-61688544
ENSG00000270589	RP11-348N5.7	10:112670354-112672002
ENSG00000270591	RP11-73M18.11	14:104229140-104229614
ENSG00000270593	RP11-455J15.1	7:16889581-16890349
ENSG00000270598	RP11-396C23.3	1:226314879-226315047
ENSG00000270599	RP11-324O2.6	10:114172053-114179765
ENSG00000270604	HCG17	6:30201816-30293911
ENSG00000270605	RP5-1092A3.4	1:28566020-28567964
ENSG00000270606	RP11-713H12.2	17:8463789-8464280
ENSG00000270610	RP11-486O13.3	14:70701212-70701812
ENSG00000270612	RP11-34P1.4	5:159753700-159753976
ENSG00000270614	CTC-325H20.7	19:9458782-9459379
ENSG00000270615	RP11-379C1.1	1:70072538-70073984
ENSG00000270619	RP11-197B12.1	X:117412122-117417330
ENSG00000270620	RP1-134O19.3	1:16244193-16244403
ENSG00000270623	RP11-316M21.9	10:101902822-101903752
ENSG00000270624	LOC401913	19:35357256-35357823
ENSG00000270627	RP11-216F5.1	9:81204074-81204455
ENSG00000270632	RP11-340C20.3	13:100850441-100850723
ENSG00000270638	RP3-466P17.1	6:146056706-146058354
ENSG00000270639	RP11-307I14.4	9:4768617-4769895
ENSG00000270640	RP11-373D23.2	2:28619682-28619977
ENSG00000270641	TSIX	X:73012040-73049066
ENSG00000270652	DPRXP5	21:38315567-38316425
ENSG00000270659	RP11-105N14.1	2:214017694-214018383
ENSG00000270664	RP11-544H14.1	2:203859917-203860126
ENSG00000270665	HNRNPA1P67	4:73672984-73673909
ENSG00000270666	XXbac-BPGBPG34I8.1	6:27482818-27483053
ENSG00000270669	CTB-179I1.3	4:78137569-78138031
ENSG00000270672	MTRNR2L6	7:142374104-142375550
ENSG00000270673	YTHDF3-AS1	8:64080284-64081001
ENSG00000270679	CTC-512J12.7	19:44794234-44795064
ENSG00000270681	RP11-372K14.2	4:152061143-152062255
ENSG00000270685	IGHV1OR15-6	15:20844768-20845194
ENSG00000270688	RP11-507D14.4	9:88843730-88843898
ENSG00000270689	RP11-712B9.4	11:94876801-94878289
ENSG00000270690	RP11-349G13.3	15:65750912-65751872
ENSG00000270691	RP11-403N16.5	9:82465786-82466413
ENSG00000270692	RP11-89F17.5	3:51469985-51470468
ENSG00000270694	RP11-535E8.2	7:72187850-72188054
ENSG00000270696	RP11-342K6.1	2:75887588-75889334
ENSG00000270697	RP11-381K20.4	5:137097235-137097625
ENSG00000270702	RP11-107F6.4	15:42010568-42010870
ENSG00000270704	SNORD64	15:25230011-25230320
ENSG00000270706	CTD-2301A4.5	5:176692581-176693589
ENSG00000270708	RP11-568G11.5	1:220393633-220393935
ENSG00000270709	GS1-115M3.4	X:144849613-144849860
ENSG00000270711	RP11-46A10.8	1:180939973-180940383
ENSG00000270714	MINOS1P2	17:62743382-62743610
ENSG00000270716	CTC-260E6.11	19:20247742-20248042
ENSG00000270720	RP11-84C13.2	4:90040435-90041022
ENSG00000270723	RP11-401N16.1	2:70100697-70100951
ENSG00000270728	RP4-657E11.10	1:19623574-19624397
ENSG00000270733	RP11-231P20.5	1:26589532-26589889
ENSG00000270734	RP11-719K4.7	16:14956237-14956606
ENSG00000270739	RP11-608O8.2	3:16316567-16318139
ENSG00000270742	RP4-802A10.1	1:61590405-61590874
ENSG00000270748	IGKV2OR2-1	2:97712325-97712628
ENSG00000270750	RP11-461L13.3	4:153241696-153242196
ENSG00000270751	RP11-461L13.2	4:153258807-153259250
ENSG00000270754	NEK4P3	10:66814218-66814761
ENSG00000270755	RP11-138E2.1	9:132806992-132807360
ENSG00000270760	AD001527.7	19:36634983-36639250
ENSG00000270761	RP11-385F7.1	6:47444979-47445308
ENSG00000270764	CTB-152G17.5	7:104829637-104830261
ENSG00000270767	RP11-733D4.2	10:44983783-44983893
ENSG00000270772	RP11-332H21.2	3:57785783-57787175
ENSG00000270773	RP13-685P2.7	3:129064254-129065007
ENSG00000270775	AP000436.4	11:64792862-64793987
ENSG00000270776	RP11-17G11.1	2:153395711-153395941
ENSG00000270780	RP4-590F24.1	1:114544055-114544857
ENSG00000270781	RP11-501C14.9	17:46976493-46977110
ENSG00000270788	PDLIM1P1	14:50517086-50518054
ENSG00000270789	RP11-632K20.8	15:32753867-32754010
ENSG00000270797	RP5-1173I20.1	7:39828566-39828903
ENSG00000270798	RP11-416H1.1	2:122501055-122503497
ENSG00000270799	RP11-451F14.1	2:175036619-175037453
ENSG00000270802	AC005776.1	19:15449759-15450048
ENSG00000270804	CTD-2583A14.11	19:58379253-58380202
ENSG00000270808	RP11-574K11.27	10:75500296-75500581
ENSG00000270809	CHCHD2P11	13:42755601-42756057
ENSG00000270810	RP11-274B21.8	7:128327342-128327926
ENSG00000270811	RP11-393K12.4	10:7196082-7196198
ENSG00000270813	NANOGNBP3	X:100592713-100593277
ENSG00000270814	TMEM261P1	15:25414484-25414823
ENSG00000270820	RP11-355B11.2	2:61698323-61711265
ENSG00000270822	RP11-730B22.1	7:5048795-5048959
ENSG00000270823	hsa-mir-335	7:130135635-130138268
ENSG00000270832	RP1-168P16.3	16:89525278-89525845
ENSG00000270839	CTC-571O20.1	5:174910598-174911195
ENSG00000270842	RP11-57B24.2	4:83696614-83697254
ENSG00000270846	RP11-674I16.1	2:28118983-28120062
ENSG00000270849	CHCHD2P3	19:34617878-34618328
ENSG00000270850	RP11-395N6.4	1:32887580-32887920
ENSG00000270857	RP11-757G14.3	12:12401925-12402361
ENSG00000270858	VDAC1P5	12:55196530-55197373
ENSG00000270863	RP11-434C1.3	12:11665657-11667070
ENSG00000270865	KB-1836B5.3	8:37840588-37840891
ENSG00000270870	GS1-531I17.2	17:63651032-63651513
ENSG00000270874	RP11-420K10.1	10:88614453-88615993
ENSG00000270876	CTC-523E23.8	19:35414203-35417716
ENSG00000270878	CTD-2302E22.5	14:64060749-64062009
ENSG00000270879	RP11-210K20.4	18:29464821-29465106
ENSG00000270880	RP11-255E6.5	3:113702884-113703502
ENSG00000270883	RP11-461L13.5	4:153239054-153239516
ENSG00000270889	RP11-609L3.1	7:36010757-36011177
ENSG00000270890	RP3-468K18.6	6:144179199-144179826
ENSG00000270891	RP11-499P1.1	2:231701624-231702100
ENSG00000270892	AC006077.4	5:134198781-134199123
ENSG00000270893	RP11-311B14.1	2:160300628-160301424
ENSG00000270896	XXbac-BPG170G13.31	6:29731035-29731169
ENSG00000270898	ASB3	2:53897430-54087297
ENSG00000270900	NUDT19P4	6:44866448-44867032
ENSG00000270901	RP11-592P9.1	3:122203844-122204083
ENSG00000270902	RP11-338O1.3	10:125082938-125083102
ENSG00000270903	HNRNPA3P9	11:32613339-32614317
ENSG00000270904	CTC-224D3.1	5:150698983-150699337
ENSG00000270906	RP11-475J5.6	5:99384692-99386066
ENSG00000270911	RP11-272L13.4	1:98321131-98322381
ENSG00000270914	RP5-1077B9.5	1:12077273-12077365
ENSG00000270915	RP11-27M5.1	2:203369735-203370066
ENSG00000270916	RP4-741O10.1	X:150192080-150192195
ENSG00000270917	RP11-27I1.6	9:123574753-123575123
ENSG00000270921	CICP23	11:123312-126123
ENSG00000270923	TAS2R6	7:141487615-141488440
ENSG00000270926	RP11-551L14.7	12:31258039-31259764
ENSG00000270929	SRD5A3P1	11:59665658-59666606
ENSG00000270930	GRAMD4P8	2:132404277-132405945
ENSG00000270934	RP11-346C16.6	6:110919296-110919908
ENSG00000270935	XXbac-BPGBPG24O18.1	6:27235892-27237008
ENSG00000270936	RP5-879K22.1	1:210635689-210636356
ENSG00000270941	RP5-966M1.5	3:52768751-52769029
ENSG00000270945	HSPE1P7	16:74646494-74647119
ENSG00000270948	RP11-460N20.7	7:64402521-64403304
ENSG00000270949	RP11-288H12.4	6:160529406-160532536
ENSG00000270951	RP1-309F20.4	20:57451647-57452036
ENSG00000270953	RP11-2E11.9	7:130147501-130148123
ENSG00000270954	RP11-174B4.2	9:77419389-77419689
ENSG00000270955	RP11-261B23.2	15:30574736-30580592
ENSG00000270956	RP11-65L3.4	2:179405852-179406526
ENSG00000270959	LPP-AS2	3:187868994-187871845
ENSG00000270962	RP11-403I13.10	1:149279016-149279311
ENSG00000270964	RP11-502I4.3	15:67833410-67834942
ENSG00000270965	RP11-169K19.1	10:117579353-117579998
ENSG00000270966	RP11-62H7.3	8:8791231-8791516
ENSG00000270972	RP11-326C3.15	11:333192-333688
ENSG00000270975	RP11-723P16.3	14:69328479-69329242
ENSG00000270978	RP11-54C4.2	5:151228447-151230352
ENSG00000270980	RP11-626A5.2	8:55104142-55104595
ENSG00000270981	RP11-550I24.3	3:156948109-156948997
ENSG00000270983	RP11-137J7.3	6:142383854-142384190
ENSG00000270986	RP11-123C21.2	15:58964495-58965132
ENSG00000270987	RP3-467N11.2	6:101337479-101338214
ENSG00000270988	RP11-439C15.5	8:1922984-1923480
ENSG00000270992	RP11-190G13.4	7:129895742-129902610
ENSG00000270993	RP11-1112G13.3	17:73056586-73056715
ENSG00000270994	RP11-293B7.1	1:183678440-183679375
ENSG00000270995	RP11-29B11.5	9:102882717-102883182
ENSG00000270996	RP11-342K6.4	2:75946246-75947144
ENSG00000270999	CH17-132F21.1	2:90458201-90458671
ENSG00000271002	RP11-599B13.8	17:8102441-8102755
ENSG00000271005	RP11-159L8.2	X:78432697-78433165
ENSG00000271009	RP11-346C20.3	16:73094369-73096215
ENSG00000271010	CTC-539A10.7	19:10708677-10709641
ENSG00000271011	RP11-171I2.5	2:179441830-179442349
ENSG00000271014	RP11-717A5.1	2:85587921-85588048
ENSG00000271018	RP11-60E8.2	12:51150675-51151216
ENSG00000271020	RP11-10C24.1	3:33838641-33839173
ENSG00000271022	RP11-142I2.1	11:121297354-121298125
ENSG00000271025	RP11-708L7.9	11:111907351-111907587
ENSG00000271026	KATNBL1P1	13:28641724-28642471
ENSG00000271028	RP11-111A24.2	11:43085187-43087482
ENSG00000271029	RP11-849F2.10	17:8199823-8200534
ENSG00000271032	CTD-2527I21.14	19:35505865-35516239
ENSG00000271034	RP11-963H1.1	3:70174221-70175760
ENSG00000271040	RP5-933K21.3	6:157744996-157745509
ENSG00000271042	RP3-364H10.1	6:99530325-99530637
ENSG00000271043	MTRNR2L2	5:79945819-79946855
ENSG00000271045	RP11-1113N2.4	5:68645763-68646272
ENSG00000271046	RP11-138I18.2	10:11721674-11722513
ENSG00000271048	CTD-2342N23.2	8:135685374-135685755
ENSG00000271049	CTD-2553L13.7	19:35125749-35126622
ENSG00000271052	RP11-479I16.2	3:160940699-160940935
ENSG00000271057	RP11-747H12.7	4:9022583-9022887
ENSG00000271063	SNRPGP17	17:57358491-57358704
ENSG00000271064	RP11-792A8.3	7:66213825-66214064
ENSG00000271070	RP11-465O11.2	2:108983572-108984394
ENSG00000271071	RP11-457M11.6	6:26612131-26613337
ENSG00000271072	RP11-1007O24.4	15:72742998-72743815
ENSG00000271075	RP11-589M4.4	14:53338176-53338935
ENSG00000271078	RP13-395E19.4	15:32542503-32548326
ENSG00000271081	RP11-465K4.4	8:30611753-30612056
ENSG00000271086	NAMA	9:102117619-102139522
ENSG00000271092	TMEM56-RWDD3	1:95583479-95712781
ENSG00000271095	AC003973.6	19:22180450-22181642
ENSG00000271096	SUMO2P14	7:24628734-24629026
ENSG00000271098	RP5-1125K23.1	7:2327550-2328063
ENSG00000271099	RP11-809N15.3	6:105308324-105309998
ENSG00000271100	RP11-697H9.5	11:63466068-63466236
ENSG00000271105	SCML2P2	16:25080891-25081430
ENSG00000271109	CTC-523E23.11	19:35340182-35351480
ENSG00000271113	RP11-159H10.4	8:70706297-70706969
ENSG00000271117	RP11-377H23.1	7:36186451-36187633
ENSG00000271119	CTD-2012J19.3	5:1594741-1611582
ENSG00000271122	RP11-379H18.1	7:35734824-35739023
ENSG00000271129	RP11-123C5.5	16:69059763-69060546
ENSG00000271131	RP11-33A14.3	3:178211115-178211598
ENSG00000271134	RP11-416L21.2	2:60910008-60910379
ENSG00000271137	RP5-966M1.4	3:52787542-52788706
ENSG00000271138	IGLVIVOR22-1	22:25833273-25833790
ENSG00000271141	RP11-171I2.4	2:179481308-179481850
ENSG00000271142	YWHAQP7	12:77013166-77013823
ENSG00000271146	RP11-479F13.1	2:61476915-61477756
ENSG00000271147	RP4-769N13.6	X:101854440-101969599
ENSG00000271150	CTD-2571L23.9	19:48297907-48298177
ENSG00000271151	RP11-394I13.2	2:174833079-174834146
ENSG00000271155	RP11-435O5.5	9:98268517-98269918
ENSG00000271158	RP11-265D19.7	X:134598254-134599409
ENSG00000271161	RP11-708J19.2	3:47541331-47541897
ENSG00000271163	RP4-607J2.1	7:2433482-2433766
ENSG00000271164	RP4-789D17.4	1:36338871-36339353
ENSG00000271166	RP11-409O11.3	9:74419199-74419742
ENSG00000271172	RP11-660M5.1	4:25222025-25222535
ENSG00000271180	RP11-665C16.8	14:55707340-55707798
ENSG00000271181	CTA-221G9.10	22:25575276-25575521
ENSG00000271182	RP11-678G14.5	19:21817635-21817977
ENSG00000271185	RP5-855F16.1	7:10980050-10980362
ENSG00000271198	VDAC3P1	14:100430866-100431715
ENSG00000271199	RP13-216E22.5	X:73177894-73189320
ENSG00000271200	RP11-430G17.3	1:62207670-62208096
ENSG00000271201	AB019440.50	14:106663246-106665214
ENSG00000271204	RP11-138A9.1	7:130614968-130616965
ENSG00000271207	RP11-475J5.5	5:99389390-99390749
ENSG00000271214	RP11-9M16.3	9:117253844-117254021
ENSG00000271215	RP11-180M15.5	12:12767293-12768841
ENSG00000271216	LINC01050	13:43384502-43386698
ENSG00000271218	RP3-523E19.2	6:53783772-53785586
ENSG00000271219	RP11-369K17.2	8:122125598-122126159
ENSG00000271227	RP1-152L7.8	6:52553459-52553796
ENSG00000271228	CTC-336P14.1	2:32238130-32238437
ENSG00000271231	KRT18P9	6:34157557-34158856
ENSG00000271234	RP5-894D12.4	6:170606964-170607463
ENSG00000271236	SUMO2P15	15:41052795-41053072
ENSG00000271245	RP4-761I2.5	6:11155162-11155383
ENSG00000271257	CTD-2117L12.3	5:57799122-57799527
ENSG00000271259	RP11-1109F11.5	12:89765597-89766136
ENSG00000271264	RP11-558F24.6	1:9840880-9841298
ENSG00000271265	RP11-230C9.4	6:157095351-157095796
ENSG00000271266	RP11-728B21.3	3:72933385-72933830
ENSG00000271267	RP11-29H23.7	1:155535841-155536097
ENSG00000271270	TMCC1-AS1	3:129612714-129637418
ENSG00000271272	RP11-510P12.1	12:43323651-43324382
ENSG00000271275	AC007326.9	22:18984651-18985108
ENSG00000271278	TCEB1P33	4:39934074-39935181
ENSG00000271283	CTC-412M14.6	19:19810012-19810218
ENSG00000271284	RP11-465O11.1	2:109040068-109040341
ENSG00000271286	LL0XNC01-39B3.1	X:21957579-21958278
ENSG00000271288	IGHV1OR15-3	15:22466058-22466493
ENSG00000271290	RP11-345E19.2	X:86053601-86054229
ENSG00000271303	SRXN1	20:627259-634014
ENSG00000271304	DPRXP2	6:35957292-35958213
ENSG00000271314	RP11-435O5.6	9:98257206-98257661
ENSG00000271318	AP000654.5	11:86532185-86532770
ENSG00000271321	CTAGE6	7:143452182-143454789
ENSG00000271324	RP11-10C24.2	3:33835136-33835637
ENSG00000271327	RP11-1109F11.3	12:89761584-89763078
ENSG00000271329	RP5-891H21.5	1:44653615-44654721
ENSG00000271330	CTA-298G8.2	7:24713928-24714231
ENSG00000271332	RP11-797J4.1	11:28166454-28166751
ENSG00000271334	CTD-2078B5.2	5:39520533-39524810
ENSG00000271335	RP11-324I22.4	10:35603480-35625329
ENSG00000271337	NDE1P2	13:37378335-37379439
ENSG00000271339	RP11-1114A5.6	X:135870445-135870946
ENSG00000271340	CTD-2526A2.6	17:78489457-78489612
ENSG00000271344	RP11-274B21.9	7:128330505-128331771
ENSG00000271347	RP11-701H24.7	15:25236633-25236900
ENSG00000271350	CTD-2384B9.1	11:47062578-47063496
ENSG00000271353	RP11-179H18.8	10:121321613-121322042
ENSG00000271356	RP11-335E8.1	2:76487881-76488787
ENSG00000271359	RP11-84C13.1	4:90032651-90033519
ENSG00000271360	RP11-138I18.1	10:11653304-11654226
ENSG00000271361	HTATSF1P2	6:3023376-3024006
ENSG00000271362	RP3-468B3.4	6:33850947-33851188
ENSG00000271364	RP11-81A1.8	15:80276493-80278066
ENSG00000271366	AC002128.5	19:35742343-35744542
ENSG00000271367	RP3-483K16.4	6:53214956-53215503
ENSG00000271370	RP11-253I19.4	12:12605037-12605415
ENSG00000271377	RP11-33I11.3	8:61818618-61819011
ENSG00000271378	CTD-2284O10.3	5:37130532-37130802
ENSG00000271380	RP11-307C12.12	1:154934301-154935099
ENSG00000271382	RP11-1060G2.2	12:94338817-94341589
ENSG00000271387	RP11-382D12.2	1:184354887-184355838
ENSG00000271396	RP11-697E2.9	15:90827608-90828812
ENSG00000271398	RP5-1092A3.5	1:28573655-28574079
ENSG00000271400	RP13-266I11.1	X:111624620-111625448
ENSG00000271401	RP11-171I2.3	2:179509444-179509906
ENSG00000271404	RP11-365F18.5	7:138912967-138913351
ENSG00000271408	RP11-186O14.7	10:90459440-90460158
ENSG00000271409	RP11-432J9.3	10:72689682-72691814
ENSG00000271410	RP11-506H20.2	5:54652136-54653351
ENSG00000271412	AP000892.8	11:117206972-117207347
ENSG00000271414	RP11-751K21.1	7:135335720-135336164
ENSG00000271415	RP11-305E17.7	1:100662372-100662607
ENSG00000271418	RP11-582E3.5	12:27246856-27247156
ENSG00000271419	RP4-591B8.3	1:114896608-114897800
ENSG00000271420	RP5-1057J7.7	1:23704873-23705522
ENSG00000271424	RP11-647O20.1	14:39839483-39839960
ENSG00000271426	RP4-718P11.1	20:13054315-13054960
